jobId,title,description,requirements,type,category,slug,isApplied,tags,duration,skills,vacancies,salary.amount,salary.currency,salary.frequency,preferredTime.start,preferredTime.end,location.city,location.area,employer.name,employer.contact,employer.phone,employer.owner,schedule.shifts,schedule.days,latitude,longitude,recid
53,Gym HandlerAssistant,Assist in training clients and maintaining gym equipment.,Knowledge of fitness equipment and routines preferred.,Full-time,Fitness,gym-trainer-assistant-bangalore,FALSE,['fitness'],,"['customer service', 'problem-solving']",15,8500,INR,month,12:00 PM,6:00 PM,Bangalore,Whitefield,fit nation,trainer@fitpro.com,9876503322,Pooja Desai,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00053
54,Photography Assistant,"Assist the photographer with shoots, lighting, and equipment setup.",Basic knowledge of photography and equipment handling.,Part-time,Photography,photography-assistant-hyderabad,FALSE,['photography'],6 months,"['sales', 'negotiation']",15,10000,INR,month,6:00 PM,12:00 AM,Hyderabad,Banjara Hills,Focus and Frame,info@snapclick.com,9988772233,Karan Malhotra,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",17.385,78.4867,REC00054
55,Fast Food Outlet Worker,Prepare and serve food at a fast-food outlet.,"Fast-paced work, ability to multitask.",Full-time,Hospitality,fast-food-outlet-worker-kolkata,FALSE,['hospitality'],,"['sales', 'negotiation']",15,9500,INR,month,12:00 AM,6:00 AM,Kolkata,Park Street,Dominos,jobs@fastbites.com,9123406789,Sonal Agarwal,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",22.5726,88.3639,REC00055
56,Customer Service manager,Handle customer calls and provide resolution for queries.,"Clear communication skills, ability to handle pressure.",Part-time,Customer Service,call-center-executive-chennai,FALSE,"['customer service', 'customer-service']",6 months,"['organization', 'adaptability']",1,12000,INR,month,6:00 AM,12:00 PM,Chennai,T. Nagar,Prime Voice,careers@callcom.com,9988774433,Abhishek Das,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",13.0827,80.2707,REC00056
57,Content Creator,Manage and grow the employer's social media accounts.,Experience with popular social media platforms.,Full-time,Marketing,social-media-manager-ahmedabad,FALSE,['marketing'],,"['sales', 'negotiation']",2,15000,INR,month,12:00 PM,6:00 PM,Ahmedabad,Navrangpura,YK Youtube Channel,jobs@socialbuzz.com,9123401234,Ritika Rao,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",23.0225,72.5714,REC00057
58,Copy Writer,"Write articles, blogs, and promotional content for online platforms.",Good grammar and creative writing skills.,Part-time,Content Creation,content-writer-pune,FALSE,['content creation'],6 months,"['organization', 'adaptability']",15,10000,INR,month,6:00 PM,12:00 AM,Pune,Kothrud,Pen and Paper,writer@wordcraft.com,9876506677,Manoj Kumar,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",18.5204,73.8567,REC00058
59,Retail Sales Associate,Promote products at retail stores or events.,Strong interpersonal skills and confidence in communication.,Full-time,Sales,sales-promoter-jaipur,FALSE,['sales'],,"['sales', 'negotiation']",5,11000,INR,month,12:00 AM,6:00 AM,Jaipur,Vaishali Nagar,Retail Express,hr@promoteam.com,9123458899,Akshay Tiwari,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",26.9124,75.7873,REC00059
60,Caterer,Cook and deliver meals to customers.,Cooking skills and a hygienic approach.,Part-time,Culinary,home-chef-lucknow,FALSE,"['culinary', 'customer-service']",6 months,"['customer service', 'problem-solving']",2,10000,INR,month,6:00 AM,12:00 PM,Lucknow,Hazratganj,Asha Caterings,careers@homechef.com,9988775544,Nidhi Goel,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",26.8467,80.9462,REC00060
61,Grocery Store Helper,"Assist customers, stock shelves, and maintain inventory at the grocery store.","Good communication skills, ability to lift light weights.",Full-time,Retail,grocery-store-assistant-mumbai,FALSE,"['retail', 'customer-service']",,"['customer service', 'problem-solving']",2,8000,INR,month,12:00 PM,6:00 PM,Mumbai,Andheri West,Reliance ,hr@freshmart.com,9876501234,Rahul Mehta,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",19.076,72.8777,REC00061
62,Medical Store Organizer,"Help organize medical supplies, assist customers with basic queries.",Basic knowledge of medicines preferred.,Part-time,Healthcare,medical-store-helper-delhi,FALSE,"['healthcare', 'customer-service']",6 months,"['customer service', 'problem-solving']",5,7500,INR,month,6:00 PM,12:00 AM,Delhi,Connaught Place,Navjeevan Pharmacy,jobs@healthcarepharmacy.com,9123456789,Priya Sharma,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",28.7041,77.1025,REC00062
63,Mall Retail Associate,Provide customer service and handle billing at a retail outlet in the mall.,"Customer handling skills, prior retail experience is a plus.",Full-time,Retail,mall-retail-associate-bangalore,FALSE,"['retail', 'customer-service']",,"['organization', 'adaptability']",2,10000,INR,month,12:00 AM,6:00 AM,Bangalore,Whitefield,Brookefields Mall,careers@megamall.com,9988776655,Amit Roy,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00063
64,Math Tutor,Teach mathematics to high school students in evening batches.,"Proficiency in mathematics, prior teaching experience preferred.",Part-time,Education,tuition-teacher-hyderabad,FALSE,['education'],6 months,"['communication', 'teamwork', 'time management']",10,12000,INR,month,6:00 AM,12:00 PM,Hyderabad,Banjara Hills,Smarty Pants,teach@smarttuitions.com,9876543210,Neha Jain,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",17.385,78.4867,REC00064
65,Tailor Shop Manager,"Assist the tailor with measurements, organizing fabric, and managing orders.",Basic knowledge of tailoring preferred.,Full-time,Tailoring,tailor-shop-assistant-kolkata,FALSE,['tailoring'],,"['communication', 'teamwork', 'time management']",1,6500,INR,month,12:00 PM,6:00 PM,Kolkata,Park Street,Salman Brothers,info@stitchcraft.com,8765432190,Ravi Kapoor,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",22.5726,88.3639,REC00065
66,Library Organizer,"Help in organizing books, assisting visitors, and maintaining library records.",Attention to detail and basic computer knowledge.,Part-time,Library,library-assistant-chennai,FALSE,['library'],6 months,"['sales', 'negotiation']",1,8000,INR,month,6:00 PM,12:00 AM,Chennai,T. Nagar,Town Library,jobs@citylibrary.com,9988001234,Anjali Verma,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",13.0827,80.2707,REC00066
67,Delivery Executive,Deliver orders to customers in a timely manner.,Bike and valid driving license required.,Full-time,Logistics,delivery-executive-ahmedabad,FALSE,"['logistics', 'customer-service']",,"['communication', 'teamwork', 'time management']",1,15000,INR,month,12:00 AM,6:00 AM,Ahmedabad,Navrangpura,Zepto,hr@quickdelivery.com,9123450000,Rajesh Gupta,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",23.0225,72.5714,REC00067
68,Receptionist,"Manage front desk, assist visitors, and handle calls.",Good communication and basic computer skills.,Part-time,Hospitality,receptionist-pune,FALSE,['hospitality'],6 months,"['sales', 'negotiation']",10,10000,INR,month,6:00 AM,12:00 PM,Pune,Kothrud,Green Office Solutions,reception@greenoffice.com,9876509988,Smita Patil,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",18.5204,73.8567,REC00068
69,Event Helper,Assist in setting up and managing events.,"Flexible working hours, ability to handle physical tasks.",Full-time,Event Management,event-helper-jaipur,FALSE,['event management'],,"['communication', 'teamwork', 'time management']",2,9000,INR,month,12:00 PM,6:00 PM,Jaipur,Vaishali Nagar,Golden hour Events,jobs@eventpros.com,9988771122,Vikram Arora,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",26.9124,75.7873,REC00069
70,Pet Care ,"Help in managing the store, assisting customers, and caring for pets.",Love for animals and basic customer service skills.,Part-time,Retail,pet-store-assistant-lucknow,FALSE,"['retail', 'customer-service']",6 months,"['technical expertise', 'attention to detail']",2,7500,INR,month,6:00 PM,12:00 AM,Lucknow,Hazratganj,Pets Mart,careers@petcare.com,9123405678,Meera Singh,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",26.8467,80.9462,REC00070
71,Cafe Cashier,"Take orders, serve food and beverages to customers at the cafe.",Friendly and attentive to customer needs.,Full-time,Hospitality,cafe-waiter-mumbai,FALSE,"['hospitality', 'customer-service']",,"['organization', 'adaptability']",1,9000,INR,month,12:00 AM,6:00 AM,Mumbai,Andheri West,Chai Gully,jobs@cafedelight.com,9988775544,Suresh Iyer,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",19.076,72.8777,REC00071
72,Data Entry Operator,Enter data into digital systems with accuracy and speed.,Fast typing speed and basic computer skills.,Part-time,Office Work,data-entry-operator-delhi,FALSE,['office work'],6 months,"['organization', 'adaptability']",15,12000,INR,month,6:00 AM,12:00 PM,Delhi,Connaught Place,Pulse data,hr@dataworks.com,9123451111,Deepak Yadav,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",28.7041,77.1025,REC00072
73,Gym Trainer Assistant,Assist in training clients and maintaining gym equipment.,Knowledge of fitness equipment and routines preferred.,Full-time,Fitness,gym-trainer-assistant-bangalore,FALSE,['fitness'],,"['sales', 'negotiation']",10,8500,INR,month,12:00 PM,6:00 PM,Bangalore,Whitefield,flex zone,trainer@fitpro.com,9876503322,Pooja Desai,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00073
74,Photography Assistant,"Assist the photographer with shoots, lighting, and equipment setup.",Basic knowledge of photography and equipment handling.,Part-time,Photography,photography-assistant-hyderabad,FALSE,['photography'],6 months,"['communication', 'teamwork', 'time management']",2,10000,INR,month,6:00 PM,12:00 AM,Hyderabad,Banjara Hills,Shutter Bliss,info@snapclick.com,9988772233,Karan Malhotra,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",17.385,78.4867,REC00074
75,Fast Food Outlet Worker,Prepare and serve food at a fast-food outlet.,"Fast-paced work, ability to multitask.",Full-time,Hospitality,fast-food-outlet-worker-kolkata,FALSE,['hospitality'],,"['communication', 'teamwork', 'time management']",15,9500,INR,month,12:00 AM,6:00 AM,Kolkata,Park Street,Crispy Creme,jobs@fastbites.com,9123406789,Sonal Agarwal,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",22.5726,88.3639,REC00075
76,Call Center Executive,Handle customer calls and provide resolution for queries.,"Clear communication skills, ability to handle pressure.",Part-time,Customer Service,call-center-executive-chennai,FALSE,"['customer service', 'customer-service']",6 months,"['technical expertise', 'attention to detail']",10,12000,INR,month,6:00 AM,12:00 PM,Chennai,T. Nagar,ResponseHub,careers@callcom.com,9988774433,Abhishek Das,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",13.0827,80.2707,REC00076
77,Social Media Manager,Manage and grow the employer's social media accounts.,Experience with popular social media platforms.,Full-time,Marketing,social-media-manager-ahmedabad,FALSE,['marketing'],,"['customer service', 'problem-solving']",2,15000,INR,month,12:00 PM,6:00 PM,Ahmedabad,Navrangpura, SociallyActive,jobs@socialbuzz.com,9123401234,Ritika Rao,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",23.0225,72.5714,REC00077
78,Editor,"Write articles, blogs, and promotional content for online platforms.",Good grammar and creative writing skills.,Part-time,Content Creation,content-writer-pune,FALSE,['content creation'],6 months,"['technical expertise', 'attention to detail']",2,10000,INR,month,6:00 PM,12:00 AM,Pune,Kothrud,Content Quill,writer@wordcraft.com,9876506677,Manoj Kumar,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",18.5204,73.8567,REC00078
79,Sales Promoter,Promote products at retail stores or events.,Strong interpersonal skills and confidence in communication.,Full-time,Sales,sales-promoter-jaipur,FALSE,['sales'],,"['sales', 'negotiation']",1,11000,INR,month,12:00 AM,6:00 AM,Jaipur,Vaishali Nagar,The Sales Hub,hr@promoteam.com,9123458899,Akshay Tiwari,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",26.9124,75.7873,REC00079
80,Private Chef,Cook and deliver meals to customers.,Cooking skills and a hygienic approach.,Part-time,Culinary,home-chef-lucknow,FALSE,"['culinary', 'customer-service']",6 months,"['organization', 'adaptability']",1,10000,INR,month,6:00 AM,12:00 PM,Lucknow,Hazratganj,Private plate,careers@homechef.com,9988775544,Nidhi Goel,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",26.8467,80.9462,REC00080
81,Grocery Store Assistant,"Assist customers, stock shelves, and maintain inventory at the grocery store.","Good communication skills, ability to lift light weights.",Full-time,Retail,grocery-store-assistant-mumbai,FALSE,"['retail', 'customer-service']",,"['customer service', 'problem-solving']",15,8000,INR,month,12:00 PM,6:00 PM,Mumbai,Andheri West,D-Mart,hr@freshmart.com,9876501234,Rahul Mehta,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",19.076,72.8777,REC00081
82,Medical Store Helper,"Help organize medical supplies, assist customers with basic queries.",Basic knowledge of medicines preferred.,Part-time,Healthcare,medical-store-helper-delhi,FALSE,"['healthcare', 'customer-service']",6 months,"['sales', 'negotiation']",5,7500,INR,month,6:00 PM,12:00 AM,Delhi,Connaught Place,Navjeevan ,jobs@healthcarepharmacy.com,9123456789,Priya Sharma,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",28.7041,77.1025,REC00082
83,Mall Manager,Provide customer service and handle billing at a retail outlet in the mall.,"Customer handling skills, prior retail experience is a plus.",Full-time,Retail,mall-retail-associate-bangalore,FALSE,"['retail', 'customer-service']",,"['sales', 'negotiation']",5,10000,INR,month,12:00 AM,6:00 AM,Bangalore,Whitefield,Gopalan Mall,careers@megamall.com,9988776655,Amit Roy,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.9716,77.5946,REC00083
84,Primary School Teacher,Teach mathematics to high school students in evening batches.,"Proficiency in mathematics, prior teaching experience preferred.",Part-time,Education,tuition-teacher-hyderabad,FALSE,['education'],6 months,"['technical expertise', 'attention to detail']",15,12000,INR,month,6:00 AM,12:00 PM,Hyderabad,Banjara Hills,First Step,teach@smarttuitions.com,9876543210,Neha Jain,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",17.385,78.4867,REC00084
85,Tailor ,"Assist the tailor with measurements, organizing fabric, and managing orders.",Basic knowledge of tailoring preferred.,Full-time,Tailoring,tailor-shop-assistant-kolkata,FALSE,['tailoring'],,"['sales', 'negotiation']",2,6500,INR,month,12:00 PM,6:00 PM,Kolkata,Park Street,Beauty Stitches,info@stitchcraft.com,8765432190,Ravi Kapoor,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",22.5726,88.3639,REC00085
86,Library Assistant,"Help in organizing books, assisting visitors, and maintaining library records.",Attention to detail and basic computer knowledge.,Part-time,Library,library-assistant-chennai,FALSE,['library'],6 months,"['communication', 'teamwork', 'time management']",5,8000,INR,month,6:00 PM,12:00 AM,Chennai,T. Nagar,Tinkle,jobs@citylibrary.com,9988001234,Anjali Verma,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",13.0827,80.2707,REC00086
87,Delivery Executive,Deliver orders to customers in a timely manner.,Bike and valid driving license required.,Full-time,Logistics,delivery-executive-ahmedabad,FALSE,"['logistics', 'customer-service']",,"['communication', 'teamwork', 'time management']",10,15000,INR,month,12:00 AM,6:00 AM,Ahmedabad,Navrangpura,Ola,hr@quickdelivery.com,9123450000,Rajesh Gupta,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",23.0225,72.5714,REC00087
88,Bell Boy,"Manage front desk, assist visitors, and handle calls.",Good communication and basic computer skills.,Part-time,Hospitality,receptionist-pune,FALSE,['hospitality'],6 months,"['technical expertise', 'attention to detail']",10,10000,INR,month,6:00 AM,12:00 PM,Pune,Kothrud,Green Office Solutions,reception@greenoffice.com,9876509988,Smita Patil,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",18.5204,73.8567,REC00088
89,Event Organizer,Assist in setting up and managing events.,"Flexible working hours, ability to handle physical tasks.",Full-time,Event Management,event-helper-jaipur,FALSE,['event management'],,"['sales', 'negotiation']",2,9000,INR,month,12:00 PM,6:00 PM,Jaipur,Vaishali Nagar,Spark and Flair Events,jobs@eventpros.com,9988771122,Vikram Arora,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",26.9124,75.7873,REC00089
90,Pet Care ,"Help in managing the store, assisting customers, and caring for pets.",Love for animals and basic customer service skills.,Part-time,Retail,pet-store-assistant-lucknow,FALSE,"['retail', 'customer-service']",6 months,"['sales', 'negotiation']",5,7500,INR,month,6:00 PM,12:00 AM,Lucknow,Hazratganj,Fur Friends,careers@petcare.com,9123405678,Meera Singh,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",26.8467,80.9462,REC00090
91,Barista,"Take orders, serve food and beverages to customers at the cafe.",Friendly and attentive to customer needs.,Full-time,Hospitality,cafe-waiter-mumbai,FALSE,"['hospitality', 'customer-service']",,"['communication', 'teamwork', 'time management']",1,9000,INR,month,12:00 AM,6:00 AM,Mumbai,Andheri West,Cozy Cup,jobs@cafedelight.com,9988775544,Suresh Iyer,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",19.076,72.8777,REC00091
92,Data Entry Operator,Enter data into digital systems with accuracy and speed.,Fast typing speed and basic computer skills.,Part-time,Office Work,data-entry-operator-delhi,FALSE,['office work'],6 months,"['sales', 'negotiation']",15,12000,INR,month,6:00 AM,12:00 PM,Delhi,Connaught Place,datahive,hr@dataworks.com,9123451111,Deepak Yadav,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",28.7041,77.1025,REC00092
93,Gym trainer,Assist in training clients and maintaining gym equipment.,Knowledge of fitness equipment and routines preferred.,Full-time,Fitness,gym-trainer-assistant-bangalore,FALSE,['fitness'],,"['sales', 'negotiation']",15,8500,INR,month,12:00 PM,6:00 PM,Bangalore,Whitefield,strength society,trainer@fitpro.com,9876503322,Pooja Desai,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00093
94,Photography Assistant,"Assist the photographer with shoots, lighting, and equipment setup.",Basic knowledge of photography and equipment handling.,Part-time,Photography,photography-assistant-hyderabad,FALSE,['photography'],6 months,"['technical expertise', 'attention to detail']",1,10000,INR,month,6:00 PM,12:00 AM,Hyderabad,Banjara Hills,snapshot,info@snapclick.com,9988772233,Karan Malhotra,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",17.385,78.4867,REC00094
95,Fast Food Outlet Worker,Prepare and serve food at a fast-food outlet.,"Fast-paced work, ability to multitask.",Full-time,Hospitality,fast-food-outlet-worker-kolkata,FALSE,['hospitality'],,"['organization', 'adaptability']",15,9500,INR,month,12:00 AM,6:00 AM,Kolkata,Park Street,Taco Bell,jobs@fastbites.com,9123406789,Sonal Agarwal,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",22.5726,88.3639,REC00095
96,Call Center Executive,Handle customer calls and provide resolution for queries.,"Clear communication skills, ability to handle pressure.",Part-time,Customer Service,call-center-executive-chennai,FALSE,"['customer service', 'customer-service']",6 months,"['organization', 'adaptability']",2,12000,INR,month,6:00 AM,12:00 PM,Chennai,T. Nagar,CallCom Services,careers@callcom.com,9988774433,Abhishek Das,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",13.0827,80.2707,REC00096
97,Caption Writer,Manage and grow the employer's social media accounts.,Experience with popular social media platforms.,Full-time,Marketing,social-media-manager-ahmedabad,FALSE,['marketing'],,"['sales', 'negotiation']",1,15000,INR,month,12:00 PM,6:00 PM,Ahmedabad,Navrangpura,Mr Beast,jobs@socialbuzz.com,9123401234,Ritika Rao,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",23.0225,72.5714,REC00097
98,Content Writer,"Write articles, blogs, and promotional content for online platforms.",Good grammar and creative writing skills.,Part-time,Content Creation,content-writer-pune,FALSE,['content creation'],6 months,"['sales', 'negotiation']",1,10000,INR,month,6:00 PM,12:00 AM,Pune,Kothrud,EchoWriter,writer@wordcraft.com,9876506677,Manoj Kumar,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",18.5204,73.8567,REC00098
99,Sales Promoter,Promote products at retail stores or events.,Strong interpersonal skills and confidence in communication.,Full-time,Sales,sales-promoter-jaipur,FALSE,['sales'],,"['sales', 'negotiation']",10,11000,INR,month,12:00 AM,6:00 AM,Jaipur,Vaishali Nagar,Nilgiris,hr@promoteam.com,9123458899,Akshay Tiwari,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",26.9124,75.7873,REC00099
100,Cooking Instructor,Cook and deliver meals to customers.,Cooking skills and a hygienic approach.,Part-time,Culinary,home-chef-lucknow,FALSE,"['culinary', 'education']",6 months,"['communication', 'teamwork', 'time management']",1,10000,INR,month,6:00 AM,12:00 PM,Lucknow,Hazratganj,Cooking Tutors,careers@homechef.com,9988775544,Nidhi Goel,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",26.8467,80.9462,REC00100
101,Pizza Delivery,"Deliver pizzas to customers, ensure timely and accurate orders, and handle cash/card transactions while maintaining vehicle safety.","Valid driverÂ’s license, good navigation skills, ability to work in a fast-paced environment.",Full-time,Food Delivery,pizza-delivery-driver-bangalore,FALSE,"['food-delivery', 'driving', 'customer-service']",,"['navigation', 'time-management', 'customer-service']",1,8000,INR,month,6:00:00,12:00:00,Bangalore,MG Road,Dominos,career@dominos.com,9876501234,Pooja Desai,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00101
102,Grocery Store Helper,"Assist customers, stock shelves, and maintain inventory at the grocery store.","Good communication skills, ability to lift light weights",Part-time,Retail,grocery-store-assistant-bangalore,FALSE,"['retail', 'customer-service']",6 months,"['organization', 'adaptability']",2,10000,INR,month,12:00:00,6:00:00,Mysore,Brindavan Gardens,Sansar,hr@sansar.com,9876501234,Smita Patil,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.2958,76.6394,REC00102
103,Delivery Executive,Pick up and deliver parcels or food orders efficiently while following route and safety guidelines.,"Valid driverÂ’s license (if using a vehicle), time management skills, ability to handle cash transactions.",Full-time, Logistics Transportation,delivery-executive-bangalore,FALSE,"['logistics', 'delivery', 'customer-service']",,"['time-management', 'attention-to-detail', 'customer-service']",3,20000,INR,month,6:00:00,12:00:00,Bangalore,Indiranagar,Pizza Hut,career@pizza.com,9876501234,Vikram Arora,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00103
104,Photographer,"Capture high-quality photos for events, portraits, or products, edit images, and collaborate with clients to meet their needs.","Knowledge of photography equipment, creativity, and photo editing skills.",Part-time,Creative Media,photographer-bangalore,FALSE,"['photography', 'creative', 'media']",6 months,"['creativity', 'photo-editing', 'attention-to-detail']",4,8000,INR,month,12:00:00,6:00:00,Mysore,Brindavan Gardens,Kodak,hr@kodak.com,9876501234,Meera Singh,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.2958,76.6394,REC00104
